"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|BE","Actual Total Load [MW] - BZN|BE"
"12.12.2017 21:30 - 12.12.2017 21:45","11131","11368"
"12.12.2017 21:45 - 12.12.2017 22:00","10991","11212"
"12.12.2017 22:00 - 12.12.2017 22:15","11104","11266"
"12.12.2017 22:15 - 12.12.2017 22:30","11278","11446"
"12.12.2017 22:30 - 12.12.2017 22:45","11257","11444"
"12.12.2017 22:45 - 12.12.2017 23:00","11132","11502"
"12.12.2017 23:00 - 12.12.2017 23:15","11219","11617"
"12.12.2017 23:15 - 12.12.2017 23:30","11137","11624"
"12.12.2017 23:30 - 12.12.2017 23:45","10933","11491"
"12.12.2017 23:45 - 13.12.2017 00:00","10740","11211"
"13.12.2017 00:00 - 13.12.2017 00:15","10453","10982"
"13.12.2017 00:15 - 13.12.2017 00:30","10302","10896"
"13.12.2017 00:30 - 13.12.2017 00:45","10212","10858"
"13.12.2017 00:45 - 13.12.2017 01:00","10054","10602"
"13.12.2017 01:00 - 13.12.2017 01:15","9962","10557"
"13.12.2017 01:15 - 13.12.2017 01:30","9835","10392"
"13.12.2017 01:30 - 13.12.2017 01:45","9749","10267"
"13.12.2017 01:45 - 13.12.2017 02:00","9644","10125"
"13.12.2017 02:00 - 13.12.2017 02:15","9601","10178"
"13.12.2017 02:15 - 13.12.2017 02:30","9534","9995"
"13.12.2017 02:30 - 13.12.2017 02:45","9509","9984"
"13.12.2017 02:45 - 13.12.2017 03:00","9401","9795"
"13.12.2017 03:00 - 13.12.2017 03:15","9390","9902"
"13.12.2017 03:15 - 13.12.2017 03:30","9333","9816"
"13.12.2017 03:30 - 13.12.2017 03:45","9307","9701"
"13.12.2017 03:45 - 13.12.2017 04:00","9320","9736"
"13.12.2017 04:00 - 13.12.2017 04:15","9333","9733"
"13.12.2017 04:15 - 13.12.2017 04:30","9375","9709"
"13.12.2017 04:30 - 13.12.2017 04:45","9394","9669"
"13.12.2017 04:45 - 13.12.2017 05:00","9487","9736"
"13.12.2017 05:00 - 13.12.2017 05:15","9664","9938"
"13.12.2017 05:15 - 13.12.2017 05:30","9808","10035"
"13.12.2017 05:30 - 13.12.2017 05:45","9963","10204"
"13.12.2017 05:45 - 13.12.2017 06:00","10129","10401"
"13.12.2017 06:00 - 13.12.2017 06:15","10518","10715"
"13.12.2017 06:15 - 13.12.2017 06:30","10906","11058"
"13.12.2017 06:30 - 13.12.2017 06:45","11235","11363"
"13.12.2017 06:45 - 13.12.2017 07:00","11532","11658"
"13.12.2017 07:00 - 13.12.2017 07:15","11772","11796"
"13.12.2017 07:15 - 13.12.2017 07:30","12046","12135"
"13.12.2017 07:30 - 13.12.2017 07:45","12260","12281"
"13.12.2017 07:45 - 13.12.2017 08:00","12371","12361"
"13.12.2017 08:00 - 13.12.2017 08:15","12431","12393"
"13.12.2017 08:15 - 13.12.2017 08:30","12396","12532"
"13.12.2017 08:30 - 13.12.2017 08:45","12412","12590"
"13.12.2017 08:45 - 13.12.2017 09:00","12491","12592"
"13.12.2017 09:00 - 13.12.2017 09:15","12370","12719"
"13.12.2017 09:15 - 13.12.2017 09:30","12369","12701"
"13.12.2017 09:30 - 13.12.2017 09:45","12445","12721"
"13.12.2017 09:45 - 13.12.2017 10:00","12441","12817"
"13.12.2017 10:00 - 13.12.2017 10:15","12368","12780"
"13.12.2017 10:15 - 13.12.2017 10:30","12341","12726"
"13.12.2017 10:30 - 13.12.2017 10:45","12350","12699"
"13.12.2017 10:45 - 13.12.2017 11:00","12395","12811"
"13.12.2017 11:00 - 13.12.2017 11:15","12410","12785"
"13.12.2017 11:15 - 13.12.2017 11:30","12430","13048"
"13.12.2017 11:30 - 13.12.2017 11:45","12453","12827"
"13.12.2017 11:45 - 13.12.2017 12:00","12417","12619"
"13.12.2017 12:00 - 13.12.2017 12:15","12253","12526"
"13.12.2017 12:15 - 13.12.2017 12:30","12144","12596"
"13.12.2017 12:30 - 13.12.2017 12:45","12154","12728"
"13.12.2017 12:45 - 13.12.2017 13:00","12199","12683"
"13.12.2017 13:00 - 13.12.2017 13:15","12170","12718"
"13.12.2017 13:15 - 13.12.2017 13:30","12214","12669"
"13.12.2017 13:30 - 13.12.2017 13:45","12213","12730"
"13.12.2017 13:45 - 13.12.2017 14:00","12135","12669"
"13.12.2017 14:00 - 13.12.2017 14:15","12108","12620"
"13.12.2017 14:15 - 13.12.2017 14:30","12101","12525"
"13.12.2017 14:30 - 13.12.2017 14:45","12104","12573"
"13.12.2017 14:45 - 13.12.2017 15:00","12069","12444"
"13.12.2017 15:00 - 13.12.2017 15:15","12119","12471"
"13.12.2017 15:15 - 13.12.2017 15:30","12098","12404"
"13.12.2017 15:30 - 13.12.2017 15:45","12150","12429"
"13.12.2017 15:45 - 13.12.2017 16:00","12159","12406"
"13.12.2017 16:00 - 13.12.2017 16:15","12175","12411"
"13.12.2017 16:15 - 13.12.2017 16:30","12290","12568"
"13.12.2017 16:30 - 13.12.2017 16:45","12367","12552"
"13.12.2017 16:45 - 13.12.2017 17:00","12578","12595"
"13.12.2017 17:00 - 13.12.2017 17:15","12873","12664"
"13.12.2017 17:15 - 13.12.2017 17:30","12981","12720"
"13.12.2017 17:30 - 13.12.2017 17:45","13069","12921"
"13.12.2017 17:45 - 13.12.2017 18:00","13057","12876"
"13.12.2017 18:00 - 13.12.2017 18:15","13074","12813"
"13.12.2017 18:15 - 13.12.2017 18:30","12992","12629"
"13.12.2017 18:30 - 13.12.2017 18:45","12909","12598"
"13.12.2017 18:45 - 13.12.2017 19:00","12797","12706"
"13.12.2017 19:00 - 13.12.2017 19:15","12608","12486"
"13.12.2017 19:15 - 13.12.2017 19:30","12451","12126"
"13.12.2017 19:30 - 13.12.2017 19:45","12331","12043"
"13.12.2017 19:45 - 13.12.2017 20:00","12184","11959"
"13.12.2017 20:00 - 13.12.2017 20:15","12009","11925"
"13.12.2017 20:15 - 13.12.2017 20:30","11814","11825"
"13.12.2017 20:30 - 13.12.2017 20:45","11701","11640"
"13.12.2017 20:45 - 13.12.2017 21:00","11516","11418"
"13.12.2017 21:00 - 13.12.2017 21:15","11333","11200"
"13.12.2017 21:15 - 13.12.2017 21:30","11214","11104"
"13.12.2017 21:30 - 13.12.2017 21:45","11075","10997"
"13.12.2017 21:45 - 13.12.2017 22:00","10934","10614"
"13.12.2017 22:00 - 13.12.2017 22:15","11018","10851"
"13.12.2017 22:15 - 13.12.2017 22:30","11195","11003"
"13.12.2017 22:30 - 13.12.2017 22:45","11178","11169"
"13.12.2017 22:45 - 13.12.2017 23:00","11054","11191"
"13.12.2017 23:00 - 13.12.2017 23:15","11093","11312"
"13.12.2017 23:15 - 13.12.2017 23:30","11013","11124"
"13.12.2017 23:30 - 13.12.2017 23:45","10814","10886"
"13.12.2017 23:45 - 14.12.2017 00:00","10625","10752"
"14.12.2017 00:00 - 14.12.2017 00:15","10357","10428"
"14.12.2017 00:15 - 14.12.2017 00:30","10220","10286"
"14.12.2017 00:30 - 14.12.2017 00:45","10143","10133"
"14.12.2017 00:45 - 14.12.2017 01:00","9971","10266"
"14.12.2017 01:00 - 14.12.2017 01:15","9782","9986"
"14.12.2017 01:15 - 14.12.2017 01:30","9655","9784"
"14.12.2017 01:30 - 14.12.2017 01:45","9551","9678"
"14.12.2017 01:45 - 14.12.2017 02:00","9406","9731"
"14.12.2017 02:00 - 14.12.2017 02:15","9398","9762"
"14.12.2017 02:15 - 14.12.2017 02:30","9344","9686"
"14.12.2017 02:30 - 14.12.2017 02:45","9291","9737"
"14.12.2017 02:45 - 14.12.2017 03:00","9140","9531"
"14.12.2017 03:00 - 14.12.2017 03:15","9221","9521"
"14.12.2017 03:15 - 14.12.2017 03:30","9219","9244"
"14.12.2017 03:30 - 14.12.2017 03:45","9155","9166"
"14.12.2017 03:45 - 14.12.2017 04:00","9133","9260"
"14.12.2017 04:00 - 14.12.2017 04:15","9195","9257"
"14.12.2017 04:15 - 14.12.2017 04:30","9230","9388"
"14.12.2017 04:30 - 14.12.2017 04:45","9263","9400"
"14.12.2017 04:45 - 14.12.2017 05:00","9388","9617"
"14.12.2017 05:00 - 14.12.2017 05:15","9518","9720"
"14.12.2017 05:15 - 14.12.2017 05:30","9639","9799"
"14.12.2017 05:30 - 14.12.2017 05:45","9844","10002"
"14.12.2017 05:45 - 14.12.2017 06:00","10032","10067"
"14.12.2017 06:00 - 14.12.2017 06:15","10459","10561"
"14.12.2017 06:15 - 14.12.2017 06:30","10761","10869"
"14.12.2017 06:30 - 14.12.2017 06:45","11027","11176"
"14.12.2017 06:45 - 14.12.2017 07:00","11313","11531"
"14.12.2017 07:00 - 14.12.2017 07:15","11554","11632"
"14.12.2017 07:15 - 14.12.2017 07:30","11855","11947"
"14.12.2017 07:30 - 14.12.2017 07:45","12090","12174"
"14.12.2017 07:45 - 14.12.2017 08:00","12203","12183"
"14.12.2017 08:00 - 14.12.2017 08:15","12218","12299"
"14.12.2017 08:15 - 14.12.2017 08:30","12221","12383"
"14.12.2017 08:30 - 14.12.2017 08:45","12255","12507"
"14.12.2017 08:45 - 14.12.2017 09:00","12320","12204"
"14.12.2017 09:00 - 14.12.2017 09:15","12319","12246"
"14.12.2017 09:15 - 14.12.2017 09:30","12291","12313"
"14.12.2017 09:30 - 14.12.2017 09:45","12382","12324"
"14.12.2017 09:45 - 14.12.2017 10:00","12368","12360"
"14.12.2017 10:00 - 14.12.2017 10:15","12362","12306"
"14.12.2017 10:15 - 14.12.2017 10:30","12331","12289"
"14.12.2017 10:30 - 14.12.2017 10:45","12344","12404"
"14.12.2017 10:45 - 14.12.2017 11:00","12387","12465"
"14.12.2017 11:00 - 14.12.2017 11:15","12381","12348"
"14.12.2017 11:15 - 14.12.2017 11:30","12439","12328"
"14.12.2017 11:30 - 14.12.2017 11:45","12465","12297"
"14.12.2017 11:45 - 14.12.2017 12:00","12425","12260"
"14.12.2017 12:00 - 14.12.2017 12:15","12302","12160"
"14.12.2017 12:15 - 14.12.2017 12:30","12162","12024"
"14.12.2017 12:30 - 14.12.2017 12:45","12174","12044"
"14.12.2017 12:45 - 14.12.2017 13:00","12221","12050"
"14.12.2017 13:00 - 14.12.2017 13:15","12231","12056"
"14.12.2017 13:15 - 14.12.2017 13:30","12267","12079"
"14.12.2017 13:30 - 14.12.2017 13:45","12278","12007"
"14.12.2017 13:45 - 14.12.2017 14:00","12209","11968"
"14.12.2017 14:00 - 14.12.2017 14:15","12169","11925"
"14.12.2017 14:15 - 14.12.2017 14:30","12152","11976"
"14.12.2017 14:30 - 14.12.2017 14:45","12140","11950"
"14.12.2017 14:45 - 14.12.2017 15:00","12074","11984"
"14.12.2017 15:00 - 14.12.2017 15:15","12127","11869"
"14.12.2017 15:15 - 14.12.2017 15:30","12124","11943"
"14.12.2017 15:30 - 14.12.2017 15:45","12156","11997"
"14.12.2017 15:45 - 14.12.2017 16:00","12154","12053"
"14.12.2017 16:00 - 14.12.2017 16:15","12119","12049"
"14.12.2017 16:15 - 14.12.2017 16:30","12260","12138"
"14.12.2017 16:30 - 14.12.2017 16:45","12326","12335"
"14.12.2017 16:45 - 14.12.2017 17:00","12575","12491"
"14.12.2017 17:00 - 14.12.2017 17:15","12800","12586"
"14.12.2017 17:15 - 14.12.2017 17:30","12906","12765"
"14.12.2017 17:30 - 14.12.2017 17:45","12990","12795"
"14.12.2017 17:45 - 14.12.2017 18:00","12965","12890"
"14.12.2017 18:00 - 14.12.2017 18:15","12924","12745"
"14.12.2017 18:15 - 14.12.2017 18:30","12869","12854"
"14.12.2017 18:30 - 14.12.2017 18:45","12776","12783"
"14.12.2017 18:45 - 14.12.2017 19:00","12654","12654"
"14.12.2017 19:00 - 14.12.2017 19:15","12541","12521"
"14.12.2017 19:15 - 14.12.2017 19:30","12375","12483"
"14.12.2017 19:30 - 14.12.2017 19:45","12270","12296"
"14.12.2017 19:45 - 14.12.2017 20:00","12135","12060"
"14.12.2017 20:00 - 14.12.2017 20:15","11969","12048"
"14.12.2017 20:15 - 14.12.2017 20:30","11770","11936"
"14.12.2017 20:30 - 14.12.2017 20:45","11662","11825"
"14.12.2017 20:45 - 14.12.2017 21:00","11468","11601"
"14.12.2017 21:00 - 14.12.2017 21:15","11303","11364"
"14.12.2017 21:15 - 14.12.2017 21:30","11146","11354"
"14.12.2017 21:30 - 14.12.2017 21:45","11028","11171"
"14.12.2017 21:45 - 14.12.2017 22:00","10886","10958"
"14.12.2017 22:00 - 14.12.2017 22:15","11005","11099"
"14.12.2017 22:15 - 14.12.2017 22:30","11199","11296"
"14.12.2017 22:30 - 14.12.2017 22:45","11186","11279"
"14.12.2017 22:45 - 14.12.2017 23:00","11106","11319"
"14.12.2017 23:00 - 14.12.2017 23:15","11155","11335"
"14.12.2017 23:15 - 14.12.2017 23:30","11097","11373"
"14.12.2017 23:30 - 14.12.2017 23:45","10895","11128"
"14.12.2017 23:45 - 15.12.2017 00:00","10717","11038"
"15.12.2017 00:00 - 15.12.2017 00:15","10326","10891"
"15.12.2017 00:15 - 15.12.2017 00:30","10177","10732"
"15.12.2017 00:30 - 15.12.2017 00:45","10073","10576"
"15.12.2017 00:45 - 15.12.2017 01:00","9953","10484"
"15.12.2017 01:00 - 15.12.2017 01:15","9868","10264"
"15.12.2017 01:15 - 15.12.2017 01:30","9737","10248"
"15.12.2017 01:30 - 15.12.2017 01:45","9622","10128"
"15.12.2017 01:45 - 15.12.2017 02:00","9470","10061"
"15.12.2017 02:00 - 15.12.2017 02:15","9544","9953"
"15.12.2017 02:15 - 15.12.2017 02:30","9472","9821"
"15.12.2017 02:30 - 15.12.2017 02:45","9423","9790"
"15.12.2017 02:45 - 15.12.2017 03:00","9249","9720"
"15.12.2017 03:00 - 15.12.2017 03:15","9319","9626"
"15.12.2017 03:15 - 15.12.2017 03:30","9303","9656"
"15.12.2017 03:30 - 15.12.2017 03:45","9225","9468"
"15.12.2017 03:45 - 15.12.2017 04:00","9202","9536"
"15.12.2017 04:00 - 15.12.2017 04:15","9337","9488"
"15.12.2017 04:15 - 15.12.2017 04:30","9369","9537"
"15.12.2017 04:30 - 15.12.2017 04:45","9391","9510"
"15.12.2017 04:45 - 15.12.2017 05:00","9505","9685"
"15.12.2017 05:00 - 15.12.2017 05:15","9624","9722"
"15.12.2017 05:15 - 15.12.2017 05:30","9741","9901"
"15.12.2017 05:30 - 15.12.2017 05:45","9937","10112"
"15.12.2017 05:45 - 15.12.2017 06:00","10130","10304"
"15.12.2017 06:00 - 15.12.2017 06:15","10570","10729"
"15.12.2017 06:15 - 15.12.2017 06:30","10865","11070"
"15.12.2017 06:30 - 15.12.2017 06:45","11148","11402"
"15.12.2017 06:45 - 15.12.2017 07:00","11448","11711"
"15.12.2017 07:00 - 15.12.2017 07:15","11690","11973"
"15.12.2017 07:15 - 15.12.2017 07:30","11991","12229"
"15.12.2017 07:30 - 15.12.2017 07:45","12210","12367"
"15.12.2017 07:45 - 15.12.2017 08:00","12321","12492"
"15.12.2017 08:00 - 15.12.2017 08:15","12320","12666"
"15.12.2017 08:15 - 15.12.2017 08:30","12363","12684"
"15.12.2017 08:30 - 15.12.2017 08:45","12410","12765"
"15.12.2017 08:45 - 15.12.2017 09:00","12457","12730"
"15.12.2017 09:00 - 15.12.2017 09:15","12381","12680"
"15.12.2017 09:15 - 15.12.2017 09:30","12354","12751"
"15.12.2017 09:30 - 15.12.2017 09:45","12422","12824"
"15.12.2017 09:45 - 15.12.2017 10:00","12435","12709"
"15.12.2017 10:00 - 15.12.2017 10:15","12336","12694"
"15.12.2017 10:15 - 15.12.2017 10:30","12303","12721"
"15.12.2017 10:30 - 15.12.2017 10:45","12299","12664"
"15.12.2017 10:45 - 15.12.2017 11:00","12358","12712"
"15.12.2017 11:00 - 15.12.2017 11:15","12254","12740"
"15.12.2017 11:15 - 15.12.2017 11:30","12342","12827"
"15.12.2017 11:30 - 15.12.2017 11:45","12322","12818"
"15.12.2017 11:45 - 15.12.2017 12:00","12258","12810"
"15.12.2017 12:00 - 15.12.2017 12:15","12050","12656"
"15.12.2017 12:15 - 15.12.2017 12:30","11933","12459"
"15.12.2017 12:30 - 15.12.2017 12:45","11963","12529"
"15.12.2017 12:45 - 15.12.2017 13:00","12002","12583"
"15.12.2017 13:00 - 15.12.2017 13:15","11934","12665"
"15.12.2017 13:15 - 15.12.2017 13:30","11951","12682"
"15.12.2017 13:30 - 15.12.2017 13:45","11976","12660"
"15.12.2017 13:45 - 15.12.2017 14:00","11925","12639"
"15.12.2017 14:00 - 15.12.2017 14:15","11825","12634"
"15.12.2017 14:15 - 15.12.2017 14:30","11776","12563"
"15.12.2017 14:30 - 15.12.2017 14:45","11769","12581"
"15.12.2017 14:45 - 15.12.2017 15:00","11698","12378"
"15.12.2017 15:00 - 15.12.2017 15:15","11805","12337"
"15.12.2017 15:15 - 15.12.2017 15:30","11785","12381"
"15.12.2017 15:30 - 15.12.2017 15:45","11818","12364"
"15.12.2017 15:45 - 15.12.2017 16:00","11801","12471"
"15.12.2017 16:00 - 15.12.2017 16:15","11827","12485"
"15.12.2017 16:15 - 15.12.2017 16:30","11981","12566"
"15.12.2017 16:30 - 15.12.2017 16:45","12039","12634"
"15.12.2017 16:45 - 15.12.2017 17:00","12223","12725"
"15.12.2017 17:00 - 15.12.2017 17:15","12498","12935"
"15.12.2017 17:15 - 15.12.2017 17:30","12581","12901"
"15.12.2017 17:30 - 15.12.2017 17:45","12680","12873"
"15.12.2017 17:45 - 15.12.2017 18:00","12674","13029"
"15.12.2017 18:00 - 15.12.2017 18:15","12639","12865"
"15.12.2017 18:15 - 15.12.2017 18:30","12563","12794"
"15.12.2017 18:30 - 15.12.2017 18:45","12477","12886"
"15.12.2017 18:45 - 15.12.2017 19:00","12370","12564"
"15.12.2017 19:00 - 15.12.2017 19:15","12222","12327"
"15.12.2017 19:15 - 15.12.2017 19:30","12029","12276"
"15.12.2017 19:30 - 15.12.2017 19:45","11908","12138"
"15.12.2017 19:45 - 15.12.2017 20:00","11789","11984"
"15.12.2017 20:00 - 15.12.2017 20:15","11686","11793"
"15.12.2017 20:15 - 15.12.2017 20:30","11511","11723"
"15.12.2017 20:30 - 15.12.2017 20:45","11384","11608"
"15.12.2017 20:45 - 15.12.2017 21:00","11212","11444"
"15.12.2017 21:00 - 15.12.2017 21:15","11082","11238"
"15.12.2017 21:15 - 15.12.2017 21:30","10937","11272"
"15.12.2017 21:30 - 15.12.2017 21:45","10843","11233"
"15.12.2017 21:45 - 15.12.2017 22:00","10661","11142"
"15.12.2017 22:00 - 15.12.2017 22:15","10849","11252"
"15.12.2017 22:15 - 15.12.2017 22:30","11024","11404"
"15.12.2017 22:30 - 15.12.2017 22:45","11068","11372"
"15.12.2017 22:45 - 15.12.2017 23:00","11015","11483"
"15.12.2017 23:00 - 15.12.2017 23:15","11148","11517"
"15.12.2017 23:15 - 15.12.2017 23:30","11045","11372"
"15.12.2017 23:30 - 15.12.2017 23:45","10854","11234"
"15.12.2017 23:45 - 16.12.2017 00:00","10694","11039"
"16.12.2017 00:00 - 16.12.2017 00:15","10581","10942"
"16.12.2017 00:15 - 16.12.2017 00:30","10436","10837"
"16.12.2017 00:30 - 16.12.2017 00:45","10302","10739"
"16.12.2017 00:45 - 16.12.2017 01:00","10175","10682"
"16.12.2017 01:00 - 16.12.2017 01:15","9913","10674"
"16.12.2017 01:15 - 16.12.2017 01:30","9719","10359"
"16.12.2017 01:30 - 16.12.2017 01:45","9565","10059"
"16.12.2017 01:45 - 16.12.2017 02:00","9435","10037"
"16.12.2017 02:00 - 16.12.2017 02:15","9326","10032"
"16.12.2017 02:15 - 16.12.2017 02:30","9253","9831"
"16.12.2017 02:30 - 16.12.2017 02:45","9171","9561"
"16.12.2017 02:45 - 16.12.2017 03:00","9089","9546"
"16.12.2017 03:00 - 16.12.2017 03:15","9013","9640"
"16.12.2017 03:15 - 16.12.2017 03:30","8944","9536"
"16.12.2017 03:30 - 16.12.2017 03:45","8862","9323"
"16.12.2017 03:45 - 16.12.2017 04:00","8867","9360"
"16.12.2017 04:00 - 16.12.2017 04:15","8795","9421"
"16.12.2017 04:15 - 16.12.2017 04:30","8755","9212"
"16.12.2017 04:30 - 16.12.2017 04:45","8727","9164"
"16.12.2017 04:45 - 16.12.2017 05:00","8737","9158"
"16.12.2017 05:00 - 16.12.2017 05:15","8754","9254"
"16.12.2017 05:15 - 16.12.2017 05:30","8762","9313"
"16.12.2017 05:30 - 16.12.2017 05:45","8789","9468"
"16.12.2017 05:45 - 16.12.2017 06:00","8868","9430"
"16.12.2017 06:00 - 16.12.2017 06:15","9108","9473"
"16.12.2017 06:15 - 16.12.2017 06:30","9190","9399"
"16.12.2017 06:30 - 16.12.2017 06:45","9259","9571"
"16.12.2017 06:45 - 16.12.2017 07:00","9390","9539"
"16.12.2017 07:00 - 16.12.2017 07:15","9431","9505"
"16.12.2017 07:15 - 16.12.2017 07:30","9507","9782"
"16.12.2017 07:30 - 16.12.2017 07:45","9646","9979"
"16.12.2017 07:45 - 16.12.2017 08:00","9747","10149"
"16.12.2017 08:00 - 16.12.2017 08:15","10074","10354"
"16.12.2017 08:15 - 16.12.2017 08:30","10191","10528"
"16.12.2017 08:30 - 16.12.2017 08:45","10363","10658"
"16.12.2017 08:45 - 16.12.2017 09:00","10466","10746"
"16.12.2017 09:00 - 16.12.2017 09:15","10524","11005"
"16.12.2017 09:15 - 16.12.2017 09:30","10694","11219"
"16.12.2017 09:30 - 16.12.2017 09:45","10809","11095"
"16.12.2017 09:45 - 16.12.2017 10:00","10880","11144"
"16.12.2017 10:00 - 16.12.2017 10:15","10896","11331"
"16.12.2017 10:15 - 16.12.2017 10:30","10950","11357"
"16.12.2017 10:30 - 16.12.2017 10:45","10921","11385"
"16.12.2017 10:45 - 16.12.2017 11:00","10929","11144"
"16.12.2017 11:00 - 16.12.2017 11:15","10944","11283"
"16.12.2017 11:15 - 16.12.2017 11:30","11006","11406"
"16.12.2017 11:30 - 16.12.2017 11:45","11140","11560"
"16.12.2017 11:45 - 16.12.2017 12:00","11188","11522"
"16.12.2017 12:00 - 16.12.2017 12:15","11098","11546"
"16.12.2017 12:15 - 16.12.2017 12:30","11075","11532"
"16.12.2017 12:30 - 16.12.2017 12:45","10993","11382"
"16.12.2017 12:45 - 16.12.2017 13:00","10894","11455"
"16.12.2017 13:00 - 16.12.2017 13:15","10856","11345"
"16.12.2017 13:15 - 16.12.2017 13:30","10777","11352"
"16.12.2017 13:30 - 16.12.2017 13:45","10800","11249"
"16.12.2017 13:45 - 16.12.2017 14:00","10745","11281"
"16.12.2017 14:00 - 16.12.2017 14:15","10583","11156"
"16.12.2017 14:15 - 16.12.2017 14:30","10612","11073"
"16.12.2017 14:30 - 16.12.2017 14:45","10568","11034"
"16.12.2017 14:45 - 16.12.2017 15:00","10489","10915"
"16.12.2017 15:00 - 16.12.2017 15:15","10504","10976"
"16.12.2017 15:15 - 16.12.2017 15:30","10534","11089"
"16.12.2017 15:30 - 16.12.2017 15:45","10537","11005"
"16.12.2017 15:45 - 16.12.2017 16:00","10522","10899"
"16.12.2017 16:00 - 16.12.2017 16:15","10635","10969"
"16.12.2017 16:15 - 16.12.2017 16:30","10696","11046"
"16.12.2017 16:30 - 16.12.2017 16:45","10791","11077"
"16.12.2017 16:45 - 16.12.2017 17:00","10955","11236"
"16.12.2017 17:00 - 16.12.2017 17:15","11284","11477"
"16.12.2017 17:15 - 16.12.2017 17:30","11405","11633"
"16.12.2017 17:30 - 16.12.2017 17:45","11513","11742"
"16.12.2017 17:45 - 16.12.2017 18:00","11502","11791"
"16.12.2017 18:00 - 16.12.2017 18:15","11482","11705"
"16.12.2017 18:15 - 16.12.2017 18:30","11434","11757"
"16.12.2017 18:30 - 16.12.2017 18:45","11314","11665"
"16.12.2017 18:45 - 16.12.2017 19:00","11248","11585"
"16.12.2017 19:00 - 16.12.2017 19:15","11150","11439"
"16.12.2017 19:15 - 16.12.2017 19:30","11063","11390"
"16.12.2017 19:30 - 16.12.2017 19:45","10956","11292"
"16.12.2017 19:45 - 16.12.2017 20:00","10816","11182"
"16.12.2017 20:00 - 16.12.2017 20:15","10623","11009"
"16.12.2017 20:15 - 16.12.2017 20:30","10486","10898"
"16.12.2017 20:30 - 16.12.2017 20:45","10396","10760"
"16.12.2017 20:45 - 16.12.2017 21:00","10321","10642"
"16.12.2017 21:00 - 16.12.2017 21:15","10156","10459"
"16.12.2017 21:15 - 16.12.2017 21:30","10092","10344"
"16.12.2017 21:30 - 16.12.2017 21:45","9966","10279"
"16.12.2017 21:45 - 16.12.2017 22:00","9890","10297"
"16.12.2017 22:00 - 16.12.2017 22:15","9987","10463"
"16.12.2017 22:15 - 16.12.2017 22:30","10144","10520"
"16.12.2017 22:30 - 16.12.2017 22:45","10130","10573"
"16.12.2017 22:45 - 16.12.2017 23:00","10102","10664"
"16.12.2017 23:00 - 16.12.2017 23:15","10269","10747"
"16.12.2017 23:15 - 16.12.2017 23:30","10218","10629"
"16.12.2017 23:30 - 16.12.2017 23:45","10077","10508"
"16.12.2017 23:45 - 17.12.2017 00:00","9992","10466"
"17.12.2017 00:00 - 17.12.2017 00:15","9836","10240"
"17.12.2017 00:15 - 17.12.2017 00:30","9723","10030"
"17.12.2017 00:30 - 17.12.2017 00:45","9582","10001"
"17.12.2017 00:45 - 17.12.2017 01:00","9437","9890"
"17.12.2017 01:00 - 17.12.2017 01:15","9530","9958"
"17.12.2017 01:15 - 17.12.2017 01:30","9425","9789"
"17.12.2017 01:30 - 17.12.2017 01:45","9357","9696"
"17.12.2017 01:45 - 17.12.2017 02:00","9212","9563"
"17.12.2017 02:00 - 17.12.2017 02:15","9100","9458"
"17.12.2017 02:15 - 17.12.2017 02:30","8948","9460"
"17.12.2017 02:30 - 17.12.2017 02:45","8932","9341"
"17.12.2017 02:45 - 17.12.2017 03:00","8892","9346"
